feedback_id;q1;q2;q3;q4;q5;q6;q7;q8
35626113;Tablet;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1973
35625876;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the cheapest;1952
35625565;Desktop;10;5;4;3;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1977
35624638;Desktop;7;1;3;4;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro;1992
35624283;Desktop;10;5;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1952
35624103;Desktop;10;4;4;5;No, I'm only browsing through available products;-;40
35623651;Desktop;10;4;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1971
35623381;Mobile Phone;8;4;4;4;No, I'm only browsing through available products;-;1988
35622183;Desktop;5;2;2;3;Yes, I want to select products that I will buy later;I have free delivery on Allegro,Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro;1972
35621412;Desktop;10;5;4;2;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1983
35621333;Desktop;10;4;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro,I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the most convenient shop;1953
35621182;Mobile Phone;9;3;4;5;No, I'm only browsing through available products;-;1985
35620877;Desktop;9;4;4;3;No, I'm only browsing through available products;-;1976
35620779;Mobile Phone;7;4;2;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1970
35620537;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,Allegro is the cheapest,I have free delivery on Allegro;1956
35620217;Desktop;10;3;5;5;No, I'm only browsing through available products;-;1979
35620044;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,I have free delivery on Allegro;83
35619411;Mobile Phone;10;4;5;3;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1989
35619299;Mobile Phone;10;4;3;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1973
35618664;Desktop;10;4;4;5;No, I'm only browsing through available products;-;1956
35618563;Desktop;10;3;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro;1983
35618259;Desktop;10;5;4;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1978
35618204;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,Allegro is the cheapest,I have a guarantee of safe shopping on Allegro;1980
35617645;Tablet;10;5;5;5;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the most convenient shop,Allegro is the cheapest;49
35617540;Desktop;8;3;2;1;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop;1982
35617052;Mobile Phone;8;5;4;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro,Allegro is the cheapest,I have a guarantee of safe shopping on Allegro;1982
35616426;Mobile Phone;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the cheapest;1976
35615228;Desktop;9;4;3;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have free delivery on Allegro;1985
35614869;Desktop;10;5;5;3;Yes, I want to select products that I will buy later;I have free delivery on Allegro,Allegro is the most convenient shop,Allegro is the cheapest,I have a guarantee of safe shopping on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,Other reasons;1971
35614571;Mobile Phone;7;4;3;4;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1962
35613998;Mobile Phone;10;4;5;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1990
35613943;Mobile Phone;5;1;3;3;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1993
35613329;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1970
35613220;Desktop;10;4;5;4;No, I'm only browsing through available products;-;42
35612847;Mobile Phone;10;3;3;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1984
35612799;Mobile Phone;7;3;4;3;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;2001
35612745;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;2000
35612710;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the cheapest,I have free delivery on Allegro;1992
35611248;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,Allegro is the cheapest;1969
35610866;Desktop;9;1;2;3;No, I'm only browsing through available products;-;1971
35610800;Desktop;7;3;4;4;No, I'm only browsing through available products;-;1964
35610784;Mobile Phone;8;4;4;4;No, I'm only browsing through available products;-;1999
35610379;Desktop;8;3;4;4;No, I'm only browsing through available products;-;1965
35610357;Desktop;10;3;5;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro;1975
35609835;Mobile Phone;8;3;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;2001
35609556;Tablet;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the cheapest,Allegro is the most convenient shop,I have free delivery on Allegro,I have a guarantee of safe shopping on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro;1961
35609497;Mobile Phone;10;5;5;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro,Allegro is the most convenient shop,Allegro is the cheapest;1990
35609231;Desktop;10;5;4;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,I have free delivery on Allegro;42
35608046;Set Top Box;10;3;5;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1962
35607982;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the cheapest,Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,I have free delivery on Allegro;1970
35607795;Mobile Phone;9;5;5;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro,Allegro is the cheapest,I have a guarantee of safe shopping on Allegro;1980
35606357;Mobile Phone;6;4;4;4;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1987
35605028;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,Allegro is the cheapest;1970
35604890;Mobile Phone;10;5;4;5;No, I'm only browsing through available products;-;1995
35604577;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1982
35604257;Mobile Phone;9;5;4;4;No, I'm only browsing through available products;-;2000
35603862;Mobile Phone;5;3;4;4;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1975
35603835;Mobile Phone;8;3;5;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro,Allegro is the most convenient shop;1994
35603802;Mobile Phone;0;1;3;1;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;Huj
35603654;Desktop;10;3;4;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro,I have a guarantee of safe shopping on Allegro,I have free delivery on Allegro,Allegro is the most convenient shop;1982
35603612;Mobile Phone;10;3;4;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,Allegro is the cheapest;2001
35602666;Mobile Phone;10;4;4;4;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1985
35602295;Desktop;8;4;4;4;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,I have free delivery on Allegro,Allegro is the cheapest;1976
35602103;Desktop;10;4;4;4;No, I'm only browsing through available products;-;1958
35601442;Desktop;7;3;2;2;No, I'm only browsing through available products;-;1955
35601429;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,Allegro is the cheapest;1980
35601304;Mobile Phone;10;4;4;5;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1990
35601037;Desktop;9;4;4;5;No, I'm only browsing through available products;-;35
35600681;Mobile Phone;9;4;5;3;Yes, I want to buy something in the next few minutes;Allegro is the cheapest,There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the most convenient shop;1984
35600426;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1976
35600267;Desktop;7;3;2;3;No, I'm only browsing through available products;-;1970
35599758;Mobile Phone;10;4;5;4;No, I'm only browsing through available products;-;1989
35599286;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1966
35599185;Desktop;8;3;2;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;2003
35599042;Mobile Phone;8;3;3;5;No, I'm only browsing through available products;-;1985
35598731;Mobile Phone;10;5;5;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1988
35598591;Mobile Phone;7;3;4;3;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1985
35598496;Desktop;7;2;4;4;No, I'm only browsing through available products;-;1965
35598409;Desktop;10;4;4;5;No, I'm only browsing through available products;-;1986
35598186;Mobile Phone;2;2;2;3;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1974
35597898;Mobile Phone;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;30
35597752;Mobile Phone;10;2;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,I have free delivery on Allegro;1977
35597396;Desktop;6;3;3;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1977
35597141;Desktop;5;3;4;2;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1971
35596853;Desktop;7;2;2;5;No, I'm only browsing through available products;-;1999
35596705;Mobile Phone;8;4;4;4;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro,Allegro is the most convenient shop;1978
35596489;Mobile Phone;5;4;3;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,Allegro is the cheapest,I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro;1997
35596398;Mobile Phone;9;5;5;5;No, I'm only browsing through available products;-;1986
35596249;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro,Allegro is the cheapest,Allegro is the most convenient shop;1973
35596209;Mobile Phone;7;3;2;3;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1970
35595467;Mobile Phone;10;4;4;3;Yes, I want to select products that I will buy later;Allegro is the cheapest,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro,I have a guarantee of safe shopping on Allegro;2000
35595454;Mobile Phone;7;3;2;3;No, I'm only browsing through available products;-;1964
35595208;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1964
35595125;Desktop;10;5;3;2;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1979
35594650;Desktop;10;5;4;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,Allegro is the cheapest;1959
35594319;Desktop;9;4;5;5;No, I'm only browsing through available products;-;1972
35594220;Desktop;10;4;3;3;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1970
35594175;Desktop;10;4;4;5;No, I'm only browsing through available products;-;1977
35594085;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1977
35593971;Desktop;9;4;3;3;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1964
35593922;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;46
35593910;Desktop;9;3;4;4;No, I'm only browsing through available products;-;1965
35593876;Desktop;10;1;1;4;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro,Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro;1975
35593815;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1966
35593698;Mobile Phone;0;1;3;1;No, I'm only browsing through available products;-;23
35593475;Mobile Phone;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the cheapest;1988
35593310;Mobile Phone;10;5;4;4;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the cheapest,I have free delivery on Allegro;44
35592286;Mobile Phone;1;2;1;1;Yes, I want to select products that I will buy later;Other reasons;1996
35592262;Desktop;10;5;4;4;No, I'm only browsing through available products;-;1959
35592241;Mobile Phone;4;1;5;1;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1978
35591937;Desktop;8;3;3;3;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1964
35590958;Desktop;8;3;4;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro;1980
35590747;Desktop;4;3;3;4;No, I'm only browsing through available products;-;1981
35590654;Desktop;0;1;1;1;No, I'm only browsing through available products;-;1372
35590181;Desktop;7;2;4;5;Yes, I want to buy something in the next few minutes;Other reasons;2002
35590021;Desktop;8;5;5;5;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1992
35589992;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1961
35589325;Desktop;6;3;3;4;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1975
35589301;Desktop;10;3;3;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro,Allegro is the most convenient shop;1965
35589052;Mobile Phone;5;2;3;2;No, I'm only browsing through available products;-;2002
35588909;Desktop;8;3;4;5;No, I'm only browsing through available products;-;1963
35588749;Mobile Phone;8;4;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1990
35588715;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1976
35588700;Desktop;0;1;1;1;No, I'm only browsing through available products;-;1976
35587904;Desktop;10;4;4;5;No, I'm only browsing through available products;-;1955
35587887;Desktop;10;3;4;4;No, I'm only browsing through available products;-;1962
35587426;Desktop;5;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;42
35587229;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the cheapest,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro,Allegro is the most convenient shop;1977
35587052;Desktop;8;4;4;4;No, I'm only browsing through available products;-;1958
35586301;Mobile Phone;9;3;2;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1988
35586006;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1975
35585818;Desktop;9;3;4;4;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1971
35585524;Desktop;10;2;2;5;No, I'm only browsing through available products;-;1970
35585499;Desktop;9;3;3;4;Yes, I want to select products that I will buy later;I have free delivery on Allegro,I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop;49
35585294;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1986
35585214;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1984
35584980;Mobile Phone;8;2;3;3;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro;5
35584617;Desktop;8;3;4;4;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro;1977
35583962;Mobile Phone;8;3;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1980
35583492;Desktop;9;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the cheapest;1976
35583485;Desktop;10;5;4;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have a guarantee of safe shopping on Allegro,Allegro is the cheapest;1973
35583325;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1970
35582726;Desktop;10;5;3;4;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1969
35582584;Desktop;4;2;3;4;No, I'm only browsing through available products;-;1984
35582080;Desktop;9;4;3;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,Allegro is the cheapest;1992
35580932;Desktop;5;2;5;1;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro;1991
35580834;Mobile Phone;7;4;4;5;No, I'm only browsing through available products;-;1986
35580219;Mobile Phone;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,Allegro is the cheapest,I have a guarantee of safe shopping on Allegro;2000
35579838;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1977
35579465;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1972
35579269;Desktop;9;5;4;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1974
35579043;Desktop;7;3;4;4;No, I'm only browsing through available products;-;1953
35578186;Desktop;10;3;3;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the most convenient shop;1975
35578096;Desktop;8;2;3;3;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro;1967
35577867;Desktop;4;2;3;3;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1977
35577793;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1998
35577074;Desktop;2;1;2;2;No, I'm only browsing through available products;-;1909
35576746;Mobile Phone;3;2;1;3;Yes, I want to select products that I will buy later;Other reasons;2001
35576594;Mobile Phone;9;3;4;3;No, I'm only browsing through available products;-;1990
35576517;Mobile Phone;5;3;3;2;No, I'm only browsing through available products;-;1989
35576453;Mobile Phone;10;4;5;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1982
35576416;Desktop;10;5;4;4;Yes, I want to select products that I will buy later;Allegro is the cheapest,I have free delivery on Allegro,I have a guarantee of safe shopping on Allegro;1977
35576279;Mobile Phone;1;1;4;2;No, I'm only browsing through available products;-;1984
35576090;Desktop;10;4;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1978
35575900;Desktop;10;3;5;4;No, I'm only browsing through available products;-;1984
35575648;Desktop;10;4;3;5;No, I'm only browsing through available products;-;1984
35575556;Desktop;10;4;4;4;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro,Allegro is the cheapest,Allegro is the most convenient shop;1987
35575374;Desktop;8;4;3;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;71
35575130;Desktop;10;5;4;5;No, I'm only browsing through available products;-;1970
35574318;Desktop;8;4;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1984
35573909;Mobile Phone;9;4;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1984
35573475;Desktop;10;3;4;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1960
35573451;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1980
35572726;Mobile Phone;5;2;3;4;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1999
35572233;Desktop;8;3;3;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro;1982
35572118;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1977
35571830;Mobile Phone;10;4;4;5;No, I'm only browsing through available products;-;1989
35571702;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the cheapest;1982
35570923;Desktop;10;5;4;5;No, I'm only browsing through available products;-;1974
35570417;Desktop;9;4;4;4;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1981
35570389;Desktop;9;3;3;5;No, I'm only browsing through available products;-;1962
35570248;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1986
35569859;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1973
35569278;Mobile Phone;6;5;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro;1973
35568753;Desktop;10;4;4;4;No, I'm only browsing through available products;-;1981
35568526;Desktop;9;4;5;2;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1982
35568227;Desktop;9;4;2;3;No, I'm only browsing through available products;-;1975
35567818;Mobile Phone;10;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the cheapest;1987
35567153;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1955
35566822;Desktop;10;4;4;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,Allegro is the cheapest,I have free delivery on Allegro;1973
35566818;Desktop;7;3;4;4;No, I'm only browsing through available products;-;2001
35566368;Mobile Phone;9;3;4;4;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1987
35565287;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1941
35564908;Desktop;10;4;4;4;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro,I have free delivery on Allegro,Allegro is the cheapest;1981
35564855;Desktop;9;4;4;4;No, I'm only browsing through available products;-;1960
35564699;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,Allegro is the cheapest,There is no shop in my neighborhood that offers the products that I can find on Allegro;1985
35564172;Desktop;9;5;4;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1976
35563827;Desktop;10;4;4;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1973
35563716;Desktop;8;4;4;3;No, I'm only browsing through available products;-;1966
35563659;Mobile Phone;8;5;3;4;No, I'm only browsing through available products;-;1970
35563523;Desktop;10;5;5;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have free delivery on Allegro,Allegro is the cheapest,I have a guarantee of safe shopping on Allegro;1989
35563429;Desktop;9;3;3;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1982
35563202;Mobile Phone;2;1;1;1;No, I'm only browsing through available products;-;1974
35563027;Mobile Phone;7;3;3;4;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1994
35562463;Desktop;5;5;4;4;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1953
35562339;Desktop;3;1;1;1;No, I'm only browsing through available products;-;1986
35562197;Mobile Phone;7;2;3;4;Yes, I want to select products that I will buy later;I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro;1994
35562185;Desktop;10;4;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1970
35562056;Desktop;9;3;4;3;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1893
35561098;Mobile Phone;10;3;1;2;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro;1982
35560745;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1967
35560351;Mobile Phone;9;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the cheapest,Allegro is the most convenient shop;1977
35559942;Mobile Phone;3;1;1;1;No, I'm only browsing through available products;-;1996
35559833;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1970
35559802;Mobile Phone;8;3;4;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro,Allegro is the most convenient shop;1997
35559777;Desktop;10;4;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have free delivery on Allegro,Allegro is the cheapest;1978
35559607;Desktop;10;3;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1974
35558988;Mobile Phone;10;3;3;3;No, I'm only browsing through available products;-;1985
35558452;Mobile Phone;10;4;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1990
35557296;Tablet;8;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1957
35556829;Mobile Phone;10;4;4;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop;1990
35555922;Desktop;10;4;4;4;No, I'm only browsing through available products;-;1983
35555795;Desktop;6;5;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1981
35555719;Desktop;5;3;3;5;Yes, I want to buy something in the next few minutes;Other reasons;1973
35555640;Mobile Phone;10;3;4;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1989
35555207;Desktop;10;1;3;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1983
35555142;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1988
35554799;Mobile Phone;8;5;3;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1995
35554758;Desktop;7;5;5;5;No, I'm only browsing through available products;-;1950
35553630;Mobile Phone;9;3;4;4;No, I'm only browsing through available products;-;1986
35553456;Desktop;8;4;4;4;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,Allegro is the cheapest;1985
35553327;Desktop;10;4;4;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,I have a guarantee of safe shopping on Allegro;1988
35553281;Desktop;7;4;3;3;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1985
35551702;Desktop;7;3;4;4;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1976
35551362;Mobile Phone;2;1;4;3;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1996
35551291;Desktop;10;3;3;4;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1976
35551201;Mobile Phone;7;3;3;2;No, I'm only browsing through available products;-;1975
35551155;Desktop;9;5;4;3;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,I have free delivery on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1961
35550163;Mobile Phone;9;1;1;4;No, I'm only browsing through available products;-;1983
35550109;Desktop;10;5;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1950
35550102;Desktop;9;4;4;5;No, I'm only browsing through available products;-;1971
35550013;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1971
35550004;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1979
